z,y,x,button
272.917,-697,381,right
273.034,-691,377,right
273.573,-463,418,right
273.680,-473,436,right
273.838,-520,501,right
273.897,-520,503,right
275.775,-651,981,right
275.887,-665,1038,right
276.031,-665,1038,right
276.142,-665,1043,right
276.243,-658,1066,right
276.322,-660,1080,right
276.419,-655,1130,right
276.503,-653,1133,right
276.606,-638,1161,right
276.700,-638,1166,right
276.800,-636,1173,right
276.913,-638,1177,right
277.009,-640,1178,right
277.101,-640,1179,right
277.220,-611,1245,right
277.308,-593,1265,right
277.405,-537,1268,right
277.501,-533,1263,right
277.599,-508,1267,right
277.694,-512,1275,right
277.861,-476,1320,right
278.038,-455,1310,right
278.113,-444,1327,right
278.244,-459,1281,right
278.331,-467,1284,right
278.448,-477,1283,right
278.533,-511,1304,right
278.640,-500,1301,right
278.707,-494,1303,right
278.828,-494,1304,right
278.899,-494,1304,right
279.016,-495,1295,right
279.092,-488,1298,right
279.203,-494,1287,right
279.279,-494,1284,right
279.395,-495,1282,right
279.475,-494,1286,right
279.585,-494,1285,right
279.660,-489,1288,right
279.771,-489,1284,right
279.849,-492,1287,right
279.964,-486,1305,right
280.030,-469,1317,right
280.128,-477,1319,right
280.256,-438,1278,right
280.361,-413,1086,right
280.441,-399,1110,right
280.558,-415,1063,right
280.662,-418,1059,right
280.767,-443,1003,right
280.873,-450,1101,right
280.982,-447,1109,right
281.969,-1255,1316,left
282.069,-1255,1316,left
285.327,-1237,1333,left
285.438,-1237,1333,left
291.704,-1119,1866,right
291.808,-1119,1866,right
293.159,-830,990,right
293.285,-915,1029,right
293.382,-899,1018,right
293.501,-899,1018,right
299.285,-744,762,right
299.332,-744,762,right
299.662,-821,1056,right
299.758,-839,1118,right
299.860,-852,1130,right
299.949,-849,1130,right
300.041,-841,1132,right
300.146,-840,1133,right
300.223,-840,1133,right
300.330,-840,1134,right
306.249,-776,1320,right
306.342,-783,1310,right
306.441,-787,1305,right
306.557,-787,1304,right
307.812,-906,728,right
307.933,-917,727,right
308.012,-968,769,right
308.120,-997,833,right
308.207,-988,976,right
308.317,-992,979,right
308.385,-992,979,right
308.506,-992,983,right
311.245,-739,1376,right
311.324,-737,1380,right
311.428,-748,1411,right
311.510,-761,1419,right
311.605,-780,1425,right
311.708,-790,1434,right
311.795,-814,1451,right
311.909,-823,1466,right
316.891,-320,993,right
316.996,-320,992,right
317.131,-320,992,right
317.217,-320,992,right
317.380,-322,995,right
317.483,-322,995,right
317.629,-303,960,right
317.712,-296,935,right
317.824,-279,803,right
317.909,-297,738,right
318.847,-542,436,right
318.945,-573,365,right
319.036,-592,342,right
319.142,-635,322,right
319.218,-671,287,right
319.310,-689,251,right
319.407,-682,252,right
319.526,-693,218,right
319.604,-692,206,right
319.742,-699,186,right
319.895,-755,141,right
320.021,-772,101,right
320.142,-773,83,right
320.243,-775,77,right
321.041,-590,127,right
321.126,-590,129,right
321.226,-547,53,right
321.330,-448,0,right
321.996,-517,702,right
322.048,-513,689,right
322.117,-468,633,right
322.235,-454,608,right
322.325,-435,587,right
322.437,-403,528,right
322.575,-478,586,right
322.689,-462,591,right
322.740,-463,593,right
322.875,-446,519,right
322.953,-413,492,right
323.070,-413,493,right
323.193,-573,599,right
323.295,-581,601,right
323.409,-358,637,right
323.523,-364,662,right
323.599,-367,648,right
323.698,-372,613,right
323.781,-349,589,right
323.898,-341,496,right
323.984,-327,435,right
324.083,-333,443,right
324.157,-331,439,right
324.286,-330,440,right
324.404,-301,408,right
324.525,-301,411,right
324.874,-481,530,right
324.952,-493,605,right
325.064,-465,548,right
325.163,-513,443,right
325.263,-580,410,right
325.372,-612,332,right
325.449,-630,305,right
325.604,-1066,0,right
325.929,-845,392,right
326.044,-893,394,right
326.160,-933,388,right
326.275,-990,384,right
326.361,-1001,376,right
326.488,-979,379,right
327.333,-388,828,right
327.419,-387,829,right
327.520,-355,850,right
327.611,-365,855,right
327.701,-367,883,right
327.804,-377,887,right
327.901,-415,882,right
328.021,-620,785,right
328.087,-833,687,right
328.202,-1074,594,right
328.288,-1068,594,right
328.410,-1082,566,right
328.496,-1095,528,right
328.620,-1145,450,right
328.701,-1152,423,right
328.833,-1169,402,right
328.924,-1238,300,right
329.058,-1273,169,right
330.068,-416,1071,right
330.180,-533,821,right
330.252,-584,713,right
330.362,-863,357,right
330.452,-946,155,right
330.579,-1121,0,right
331.550,-271,1291,right
331.671,-269,1314,right
331.781,-252,1310,right
331.879,-254,1311,right
332.218,-279,1315,right
332.336,-280,1319,right
332.446,-285,1327,right
332.540,-284,1326,right
332.637,-284,1326,right
332.736,-284,1326,right
332.839,-285,1336,right
332.941,-285,1331,right
333.057,-289,1355,right
333.160,-284,1350,right
333.257,-284,1349,right
333.341,-283,1340,right
333.581,-294,1305,right
333.667,-504,1162,right
333.757,-629,1054,right
333.863,-773,882,right
333.958,-831,824,right
334.080,-862,807,right
334.290,-854,789,right
334.397,-860,756,right
334.809,-850,677,right
334.918,-862,660,right
336.011,-1083,770,left
336.097,-1082,770,left
336.329,-750,941,right
336.424,-750,941,right
336.530,-702,961,right
336.629,-694,989,right
336.730,-631,1127,right
336.815,-603,1189,right
338.024,-578,1517,right
338.130,-699,1333,right
338.217,-842,1238,right
338.350,-957,1198,right
338.444,-956,1195,right
